dim,scale,method,w,c,sum_c,grid_type,basis_type,method_type,n_samples,seed,f_name,ell_2_error,ell_infty_error,needed_time
21,1,Smolyak,"[0.69442,0.6629 ,0.36968,0.01747,0.23008,0.45162,0.57777,0.36039,0.51052, 0.25528,0.01983,0.33808,0.85044,0.0211 ,0.48843,0.9684 ,0.78591,0.81045, 0.48012,0.6646 ,0.57735]","[0.96217,1.51945,1.05621,0.03978,0.07988,2.39056,0.71432,1.38662,2.40662, 0.88561,0.82645,0.9821 ,0.91483,1.54634,0.34447,0.90014,0.06634,1.19315, 2.20285,0.15188,0.43023]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0940439659852004,0.3005125458327312,0.727
21,1,Smolyak,"[0.8747 ,0.62971,0.89153,0.28973,0.26916,0.21873,0.90564,0.68763,0.73727, 0.70636,0.4071 ,0.80246,0.69639,0.50767,0.38333,0.09938,0.58092,0.80945, 0.16777,0.86867,0.9541 ]","[0.02941,0.57033,0.42352,1.98739,1.58077,0.71386,0.49127,0.76494,1.91802, 1.68327,0.42737,1.53793,1.39691,1.55831,0.76583,0.67831,1.20701,1.32773, 0.70191,0.64099,0.5949 ]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0779763589417473,0.412617683177689,0.727
21,1,Smolyak,"[0.83178,0.24813,0.76464,0.8438 ,0.2867 ,0.92592,0.65511,0.32288,0.76638, 0.674  ,0.12029,0.75889,0.62148,0.5123 ,0.88335,0.57143,0.02326,0.23468, 0.18464,0.78339,0.42138]","[1.87842,1.33044,0.89418,0.65883,0.65933,0.61331,0.25181,2.08673,1.99869, 0.27253,0.71957,0.25363,2.08344,0.14475,1.12969,1.74281,0.83049,0.39823, 0.29994,1.92388,0.82928]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.022220473395091,0.3031786849745982,0.727
21,1,Smolyak,"[0.56509,0.60531,0.10818,0.35719,0.78582,0.95423,0.26753,0.18482,0.6028 , 0.01874,0.95058,0.1471 ,0.63563,0.91215,0.75822,0.06691,0.06016,0.26423, 0.06544,0.87207,0.52159]","[0.97112,1.22107,0.3553 ,0.66988,0.04401,2.09815,1.75907,0.86805,1.21537, 2.03592,0.42947,2.31206,0.81453,1.94671,1.09534,0.37044,1.0465 ,0.25055, 0.28556,0.89119,0.3197 ]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0055629170546108,0.304179104042905,0.727
21,1,Smolyak,"[0.95283,0.94552,0.97679,0.01228,0.03382,0.33508,0.53057,0.48898,0.35297, 0.76131,0.72585,0.66492,0.40947,0.37477,0.38885,0.03461,0.4525 ,0.04011, 0.49921,0.47107,0.07577]","[0.52315,1.20608,1.57971,0.5094 ,1.0461 ,0.98867,0.78218,1.45658,1.13537, 0.02444,1.12979,1.02105,1.50147,1.4828 ,0.576  ,1.20029,0.52996,1.3795 , 0.86934,1.75822,0.29991]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0111182481096121,0.1695894561102854,0.727
21,1,Smolyak,"[0.198  ,0.40092,0.9996 ,0.23163,0.85218,0.7352 ,0.02885,0.92527,0.46373, 0.1299 ,0.69692,0.64436,0.98504,0.80216,0.56765,0.62609,0.88916,0.73431, 0.53754,0.29479,0.46634]","[0.49635,1.22734,1.1675 ,1.98723,1.61592,1.1972 ,1.46316,1.62508,0.25621, 1.81699,0.54496,0.23168,0.87487,1.11917,0.31237,1.21032,0.53137,1.98911, 0.10962,0.77393,0.44963]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0048483263015389,0.3033098280133179,0.727
21,1,Smolyak,"[0.91161,0.76419,0.29036,0.84721,0.16924,0.37577,0.98765,0.24163,0.89368, 0.00493,0.79699,0.76643,0.92803,0.58386,0.66895,0.10427,0.7355 ,0.48166, 0.38493,0.91227,0.46696]","[0.7198 ,0.36958,0.18789,1.14166,0.64456,0.84093,0.44843,0.44407,1.47312, 0.26642,2.16134,2.41496,1.60182,2.23719,1.58526,0.16901,0.72381,2.16597, 0.58429,0.20582,0.61409]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0123996846888085,0.481129267110273,0.727
21,1,Smolyak,"[0.43273,0.49288,0.96764,0.29858,0.94328,0.70215,0.88559,0.14497,0.97542, 0.46691,0.57623,0.42315,0.04787,0.30505,0.85003,0.41725,0.41095,0.74212, 0.6914 ,0.84776,0.40033]","[0.51816,2.1194 ,0.86689,1.96375,0.64368,1.76516,1.05881,1.24339,0.37923, 2.04054,1.1839 ,0.24766,0.67195,0.86433,0.39975,1.85721,0.17934,0.2309 , 1.50612,0.1419 ,1.11791]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.1752771209412833,0.4867040944961827,0.727
21,1,Smolyak,"[0.12672,0.20697,0.16127,0.57641,0.99298,0.11722,0.28461,0.90245,0.73525, 0.20865,0.16029,0.77816,0.85233,0.77876,0.68472,0.36398,0.46855,0.57789, 0.56956,0.04052,0.73961]","[1.12324,1.65515,0.0405 ,0.14598,0.40469,1.89963,0.25968,1.66347,0.45231, 0.73485,1.73961,0.24616,2.2294 ,0.25909,1.29509,2.18778,2.28116,0.2406 , 1.40581,0.23129,0.50451]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.008345355521415,0.4491117564635984,0.727
21,1,Smolyak,"[0.54583,0.20327,0.05855,0.17894,0.29022,0.02079,0.7718 ,0.00895,0.40655, 0.71115,0.13196,0.24161,0.80965,0.48683,0.8347 ,0.79255,0.24726,0.864  , 0.70709,0.83672,0.09802]","[1.45927,1.64319,0.03634,0.87619,2.14351,1.00396,1.73414,0.59969,0.09841, 0.935  ,0.00543,2.29434,0.47082,1.30742,0.89226,0.78479,2.21538,0.07492, 0.38788,1.60403,0.43305]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0119417679603679,0.3669270876380927,0.727
21,1,Smolyak,"[0.72045,0.67107,0.05513,0.81235,0.25474,0.64006,0.78344,0.52753,0.08787, 0.53582,0.91672,0.49314,0.22813,0.54909,0.984  ,0.41267,0.86985,0.23516, 0.72242,0.03136,0.66227]","[1.34228,0.32122,1.52775,0.93277,0.79774,1.53275,1.32916,1.12347,1.02427, 1.46686,1.06023,0.48733,1.44878,1.26852,0.00671,1.41947,1.55252,0.67853, 0.1736 ,0.09264,1.4134 ]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0299612325037075,0.2784837890745552,0.727
21,1,Smolyak,"[0.44131,0.4974 ,0.45805,0.61077,0.65627,0.31943,0.80625,0.31073,0.54796, 0.2572 ,0.46817,0.31477,0.20927,0.22733,0.5778 ,0.78621,0.73589,0.28528, 0.34909,0.80793,0.78847]","[1.29304,0.84744,0.86914,1.8402 ,0.76199,0.21669,1.83189,0.6418 ,1.79968, 0.17741,0.36788,1.2658 ,0.49302,1.97342,0.59947,0.42264,0.24484,1.09134, 1.98055,1.88248,0.39928]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.129936748750227,0.4586525116005148,0.727
21,1,Smolyak,"[0.44539,0.99696,0.29034,0.10939,0.86923,0.75903,0.33334,0.80227,0.16568, 0.45569,0.74917,0.42047,0.35539,0.7156 ,0.5705 ,0.15083,0.91661,0.15018, 0.82374,0.12222,0.9808 ]","[1.71835,0.29209,0.52598,2.0753 ,0.89584,0.64624,0.79254,1.15078,0.80387, 1.07122,0.75045,0.50148,1.85014,1.61019,0.75745,2.03546,0.43507,0.14304, 0.36958,1.6592 ,0.91573]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0088601318410448,0.266233697163412,0.727
21,1,Smolyak,"[0.64099,0.57555,0.73945,0.55828,0.97261,0.38831,0.3693 ,0.89909,0.65898, 0.74328,0.91655,0.1037 ,0.18598,0.27092,0.11477,0.4388 ,0.97855,0.49238, 0.32046,0.80951,0.51486]","[1.39046,0.73728,1.02023,0.75923,1.30173,0.42444,1.35942,0.40001,0.86421, 1.29822,1.02814,0.79007,1.43803,1.09794,0.43209,0.80666,1.37364,1.34398, 1.34037,0.42321,1.37063]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0364978743282971,0.2416262927961099,0.727
21,1,Smolyak,"[0.40739,0.98718,0.27774,0.30037,0.83625,0.1523 ,0.23494,0.8931 ,0.96004, 0.81842,0.01314,0.67786,0.42488,0.13642,0.77021,0.00485,0.5737 ,0.10187, 0.75105,0.49434,0.44239]","[1.13212,0.65022,0.2622 ,0.6555 ,1.91124,0.77083,1.64949,0.33764,0.64316, 1.80988,0.61265,0.43016,0.39974,1.35546,0.07249,1.28511,1.31936,1.39287, 1.92459,1.22809,1.15721]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0064336641309172,0.2991127666742236,0.727
21,1,Smolyak,"[0.07737,0.33205,0.16957,0.48653,0.47283,0.19131,0.67598,0.19959,0.78   , 0.54209,0.07591,0.11556,0.79719,0.37325,0.57385,0.44198,0.82033,0.66379, 0.14969,0.86286,0.29926]","[0.28236,0.60778,1.62625,1.06981,0.3886 ,1.31487,0.55208,1.44443,1.46044, 0.93016,0.9144 ,1.23482,0.26195,0.34049,0.21015,1.31793,1.52973,1.72952, 0.9044 ,1.17181,1.70801]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0220234612509996,0.2860677565561667,0.727
21,1,Smolyak,"[0.57193,0.24937,0.33783,0.4663 ,0.85876,0.4439 ,0.27845,0.35957,0.99982, 0.90861,0.02539,0.80715,0.44097,0.31782,0.9305 ,0.18168,0.67334,0.12553, 0.81401,0.10683,0.12208]","[0.66622,0.18932,0.19941,2.25469,2.25774,0.28621,0.97562,1.52751,0.40334, 0.49408,0.22698,1.52844,0.12555,1.03955,0.54854,1.98737,1.8552 ,0.34672, 0.25327,2.4824 ,1.35183]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0089323632408596,0.3184737714137211,0.727
21,1,Smolyak,"[0.01468,0.92086,0.62504,0.81243,0.0065 ,0.23558,0.14697,0.03344,0.76807, 0.71481,0.51475,0.6696 ,0.0155 ,0.59975,0.69207,0.78756,0.88566,0.30446, 0.71111,0.56654,0.54956]","[0.01353,1.2357 ,0.60243,0.12871,0.68372,0.90092,1.23547,1.20834,0.31077, 0.77847,1.65563,0.97765,1.24471,0.96462,1.48475,1.38231,0.44431,1.07971, 1.555  ,1.47283,1.64044]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0308981764426472,0.2536534658248697,0.727
21,1,Smolyak,"[0.15717,0.42851,0.89829,0.96268,0.82606,0.65146,0.78535,0.69114,0.35641, 0.82256,0.02568,0.06802,0.07705,0.36078,0.03644,0.61625,0.88923,0.06824, 0.09722,0.02095,0.94989]","[1.29053,1.67866,0.11946,1.86027,0.72026,0.55009,0.55116,1.51295,1.14427, 0.0673 ,1.06247,1.21697,0.67967,0.99005,1.88222,1.1881 ,0.58011,1.03168, 1.01721,1.41936,0.43721]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0027123042860078,0.2386047224282544,0.727
21,1,Smolyak,"[0.37023,0.51412,0.76725,0.88821,0.15251,0.79728,0.19928,0.35433,0.55037, 0.45597,0.85175,0.12537,0.29225,0.60719,0.9649 ,0.54506,0.74078,0.41428, 0.48677,0.3168 ,0.64272]","[0.0381 ,1.94471,0.0688 ,0.06294,1.12672,0.32358,2.04678,1.37582,1.04419, 1.82325,0.5891 ,2.1389 ,0.93831,0.2187 ,0.48392,0.67307,1.13471,0.57898, 1.55548,2.12128,0.71267]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.049655222108168,0.4168332369483415,0.727
21,1,Smolyak,"[0.06998,0.35971,0.04255,0.43356,0.9836 ,0.8388 ,0.11277,0.48369,0.61597, 0.17066,0.14557,0.49507,0.99837,0.94763,0.34226,0.12111,0.2467 ,0.17148, 0.26496,0.62825,0.83114]","[0.61081,0.35086,1.77037,0.22914,0.5489 ,0.16347,0.32338,1.31687,1.53549, 1.21191,1.86354,1.24044,1.79404,1.70695,1.57399,0.48835,0.37978,0.59856, 1.54561,1.43412,0.31341]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0053298900428537,0.2936856449865985,0.727
21,1,Smolyak,"[0.59258,0.61805,0.29447,0.15469,0.65693,0.27229,0.57863,0.95024,0.30812, 0.09566,0.91523,0.85224,0.64497,0.59747,0.55293,0.4889 ,0.95798,0.01597, 0.68528,0.94511,0.34197]","[1.34865,0.73687,1.58668,1.20008,1.19755,1.22147,1.00799,0.97171,0.41336, 0.26044,1.5415 ,1.01315,0.77655,0.05334,1.11829,1.24109,0.7257 ,0.0346 , 1.69108,1.5024 ,1.35752]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0258216997367572,0.3988369717556125,0.727
21,1,Smolyak,"[0.47644,0.69621,0.79919,0.02983,0.95863,0.06848,0.39876,0.18234,0.49021, 0.32481,0.426  ,0.60385,0.17373,0.83015,0.44733,0.60263,0.90436,0.7965 , 0.40949,0.73957,0.41657]","[1.10828,1.34024,0.2289 ,0.26024,1.42314,1.05307,0.46522,0.03547,1.55539, 1.21963,0.9367 ,0.5966 ,0.97524,1.10565,1.72762,1.50173,1.44065,0.94613, 1.56026,0.62159,0.89825]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0716926069322283,0.3286603076377503,0.727
21,1,Smolyak,"[0.50207,0.33762,0.15756,0.55057,0.52993,0.08748,0.58725,0.30274,0.33403, 0.0834 ,0.37892,0.14155,0.07979,0.66242,0.89345,0.88528,0.54437,0.43999, 0.0247 ,0.20942,0.92938]","[0.17387,0.76645,0.39367,0.5716 ,1.42574,1.60885,1.80753,0.48477,1.69559, 1.06676,1.83872,0.12015,1.87619,0.17444,1.58213,0.80949,0.69751,1.93683, 0.19303,0.9951 ,0.78157]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0107815001164674,0.3091743165326985,0.727
21,1,Smolyak,"[0.00916,0.47058,0.34201,0.95212,0.3135 ,0.33469,0.1491 ,0.38421,0.08765, 0.30863,0.10755,0.19743,0.77919,0.42729,0.08256,0.64636,0.33384,0.86016, 0.61555,0.84589,0.2384 ]","[0.0763 ,0.30397,1.68605,1.40551,1.70114,1.2494 ,0.98178,0.42362,1.75048, 0.28392,1.41939,1.77352,0.31959,1.53158,0.50811,1.11176,0.73057,1.22297, 0.92975,0.06039,1.53019]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0089276795486105,0.2620446760980071,0.727
21,1,Smolyak,"[0.10643,0.88589,0.89743,0.32921,0.1065 ,0.8856 ,0.5284 ,0.68719,0.84682, 0.33331,0.79865,0.26354,0.96477,0.58766,0.30624,0.63534,0.27873,0.0884 , 0.98744,0.5089 ,0.54957]","[1.42649,0.7638 ,0.61238,0.01078,1.21836,0.01754,0.47426,1.55337,1.23322, 1.35432,0.9943 ,0.09162,1.4337 ,0.72175,1.77154,0.70635,1.29833,1.95941, 1.88103,1.36257,0.11488]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0041376303890469,0.2131303527891074,0.727
21,1,Smolyak,"[0.5001 ,0.99257,0.35999,0.67173,0.03789,0.46265,0.23336,0.47977,0.85385, 0.19267,0.22501,0.18417,0.3151 ,0.53477,0.36902,0.30377,0.46787,0.48338, 0.84384,0.82946,0.95612]","[0.81087,0.13101,0.50072,1.89262,0.27423,1.79303,0.08197,0.96615,0.09779, 2.3113 ,0.97332,1.92511,1.40029,0.54655,0.87548,1.66574,1.03402,0.97648, 0.10351,2.00822,0.63158]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.033440259821346,0.3587668674734129,0.727
21,1,Smolyak,"[0.35069,0.13809,0.56427,0.66831,0.70259,0.16168,0.22969,0.66251,0.0452 , 0.61376,0.35484,0.23062,0.22359,0.59634,0.89574,0.12729,0.19451,0.5208 , 0.41449,0.91578,0.54628]","[0.34695,0.6077 ,1.86252,0.78538,0.86807,0.71695,0.26939,1.57816,1.49102, 0.65582,0.37156,2.04018,1.45431,1.19857,0.6301 ,1.86518,0.60289,0.88626, 1.25964,0.01873,1.49062]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0307881073258914,0.3192894442495353,0.727
21,1,Smolyak,"[0.39829,0.48608,0.77803,0.67649,0.91469,0.08949,0.31499,0.21083,0.66793, 0.55439,0.82639,0.24174,0.61415,0.85531,0.26539,0.33132,0.04719,0.03478, 0.09329,0.94154,0.7014 ]","[0.98611,1.51857,0.23674,0.18963,1.47042,0.77339,0.93067,1.22041,1.02843, 0.89167,1.57523,0.51339,0.26526,1.20165,0.40373,1.19803,1.56722,1.59442, 1.07632,1.48501,0.87371]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0045891161482881,0.2368804047533368,0.727
21,1,Smolyak,"[0.26492,0.68608,0.06223,0.1087 ,0.89647,0.41726,0.93507,0.92396,0.2903 , 0.06659,0.91614,0.92421,0.47956,0.46781,0.49924,0.7685 ,0.21246,0.985  , 0.40325,0.30586,0.57455]","[0.45957,1.1619 ,1.52306,0.9457 ,1.69783,0.32695,1.80448,1.36294,1.08046, 0.41319,0.24943,1.45237,0.26962,0.40342,1.33574,0.88651,0.4608 ,1.74455, 0.25897,1.6539 ,1.50862]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0041086121882214,0.23122857664687,0.727
21,1,Smolyak,"[0.92432,0.63925,0.96974,0.98966,0.62518,0.76794,0.00901,0.81362,0.87888, 0.57297,0.29672,0.00087,0.33129,0.84641,0.73091,0.75937,0.93039,0.12706, 0.10607,0.57814,0.95715]","[0.19704,0.41898,0.02348,1.54637,1.31042,1.74476,0.65882,1.58828,0.7254 , 1.76337,1.04847,1.97143,0.65669,0.05109,1.54558,0.82927,1.99588,0.52107, 1.8612 ,0.4925 ,0.04991]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0043401807121187,0.3517897274799018,0.727
21,1,Smolyak,"[0.00685,0.01243,0.63707,0.8917 ,0.2506 ,0.76938,0.58911,0.74463,0.89509, 0.64506,0.51407,0.59896,0.1997 ,0.81369,0.23532,0.7026 ,0.52311,0.1019 , 0.36222,0.30827,0.59656]","[1.15569,0.62355,1.81106,1.31073,1.65683,1.3803 ,0.74624,0.5034 ,1.49299, 0.34876,0.26497,0.19613,1.64469,1.47308,1.20745,1.44249,1.02532,0.05775, 0.9695 ,0.14084,1.54824]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.014676395186957,0.2941069732455054,0.727
21,1,Smolyak,"[0.08714,0.50195,0.46314,0.85894,0.04068,0.01672,0.30931,0.72766,0.01374, 0.25431,0.17945,0.95408,0.27709,0.29265,0.89421,0.00078,0.42681,0.21126, 0.70788,0.7598 ,0.80431]","[0.08537,1.79704,0.96195,0.50053,1.27214,0.61302,0.47431,1.007  ,0.97716, 1.2497 ,1.1941 ,1.42449,1.18733,0.80013,1.07764,2.07527,0.91938,0.02969, 1.96092,0.37366,1.01915]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0044758424676066,0.2302528996997871,0.727
21,1,Smolyak,"[0.26581,0.1117 ,0.92161,0.71064,0.2399 ,0.09373,0.84455,0.34409,0.94062, 0.95736,0.19627,0.81262,0.02946,0.17547,0.94969,0.72428,0.92731,0.91654, 0.12298,0.45772,0.63509]","[1.08825,0.99477,1.05376,1.16726,0.1223 ,0.00516,0.17154,0.89252,0.37084, 1.43426,2.28975,0.31857,0.44621,1.93876,1.73151,0.64683,1.72237,0.49445, 0.01342,1.87012,2.22733]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0051425007041798,0.4667336564488372,0.727
21,1,Smolyak,"[0.4324 ,0.04686,0.41682,0.26009,0.28439,0.28491,0.51073,0.96021,0.79863, 0.19539,0.29408,0.9933 ,0.6336 ,0.60506,0.02476,0.55922,0.14142,0.13802, 0.78152,0.26309,0.31256]","[0.11909,1.92705,0.52268,1.12851,1.58309,1.81222,0.85691,0.10976,1.30748, 1.25184,0.29234,1.07211,1.56051,1.87164,0.44179,0.71426,0.40952,1.84784, 0.32947,1.42532,0.41658]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0086735515193725,0.3586614409629064,0.727
21,1,Smolyak,"[0.11575,0.55948,0.89496,0.94803,0.46365,0.39004,0.45336,0.56991,0.93789, 0.30437,0.24714,0.35619,0.72676,0.37421,0.70992,0.87871,0.21913,0.73396, 0.52164,0.00974,0.56153]","[0.51883,1.62356,1.43106,1.62582,1.2029 ,1.52701,0.50155,1.52958,0.28848, 0.31562,1.52493,1.13901,0.26738,0.53121,0.54403,1.03604,1.20093,1.68348, 1.20413,0.51269,0.79178]",21.0,SPARSE,CHEBYSHEV,TASMANIAN,43,42,ZHOU,0.0459836639392114,0.3573422610057599,0.727
