dim,scale,method,w,c,sum_c,grid_type,basis_type,method_type,n_samples,seed,f_name,ell_2_error,ell_infty_error,datetime,needed_time
10,1,Smolyak,"[0.25768,0.46262,0.86827,0.72717,0.74271,0.42549,0.34593,0.37104,0.98765, 0.04011]","[1.02024,0.68093,0.51612,0.85341,0.57267,1.02776,1.05986,0.49624,0.32574, 0.69702]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.0276699998802758e-05,4.941569514708333e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.91236,0.21066,0.62297,0.63156,0.73311,0.13157,0.71582,0.90903,0.17968, 0.23754]","[1.27368,0.2373 ,1.12026,0.64547,0.32417,1.14172,0.58388,0.67502,0.47102, 0.77747]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,7.552166690337241e-06,2.2799370481752467e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.16352,0.39108,0.96941,0.25813,0.65674,0.32519,0.77347,0.13087,0.96982, 0.45379]","[0.41055,0.12783,0.29525,0.90401,0.58613,1.44163,0.74942,0.43257,1.07336, 1.22925]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,7.588922068012321e-07,1.685033843856081e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.16704,0.16762,0.03667,0.7364 ,0.6638 ,0.47463,0.84417,0.80567,0.58535, 0.86827]","[0.40776,0.2217 ,0.53435,0.11308,1.05221,1.85535,0.07794,0.24189,0.89577, 1.84994]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,4.798356100492175e-09,1.028990733678731e-08,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.31616,0.50723,0.04157,0.14834,0.98663,0.96512,0.00494,0.95181,0.63912, 0.86792]","[0.78805,0.89351,0.84716,1.15566,0.24201,0.05194,0.53363,1.22119,0.34981, 1.16704]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.3681365502730132e-07,2.436084912641043e-07,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.96991,0.0939 ,0.6726 ,0.44375,0.86814,0.17715,0.69263,0.83812,0.94461, 0.68325]","[0.62617,0.77815,1.09434,0.71866,0.03827,1.17248,0.86843,0.85204,0.27163, 0.82983]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,4.1564539099489377e-07,1.1669834367812734e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.39386,0.65123,0.10659,0.65785,0.99941,0.04821,0.97717,0.40691,0.87075, 0.78239]","[0.6437 ,0.83832,0.99733,0.4588 ,0.37126,0.75788,0.9171 ,0.86538,0.90572, 0.49449]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.0649604047968425e-05,7.05966548221077e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.81783,0.12021,0.54449,0.00576,0.32459,0.36646,0.39617,0.69547,0.38856, 0.44869]","[0.38194,0.60015,0.36542,0.11769,0.97028,1.07441,0.99607,0.74525,0.61065, 1.38814]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,3.0291637739020917e-06,7.2854863763872995e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.51908,0.47918,0.02564,0.34125,0.3802 ,0.39882,0.58017,0.5336 ,0.60791, 0.76488]","[1.08663,0.95984,1.27715,0.02437,0.26168,0.01011,0.86541,1.2003 ,0.32544, 1.23907]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,7.780739796176532e-11,1.659028064158458e-10,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.06027,0.93444,0.35162,0.10142,0.48587,0.25678,0.28487,0.30729,0.80303, 0.53916]","[0.56218,1.10217,1.29326,0.49232,0.74681,0.22011,0.32713,1.23   ,0.32765, 0.94837]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.6669196974609753e-06,6.2778788917374415e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.70905,0.10688,0.56731,0.25656,0.96293,0.48355,0.80599,0.55023,0.04341, 0.63315]","[1.06801,0.67535,0.91959,0.99258,0.25603,0.23803,0.68587,0.46141,0.9428 , 1.01033]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,9.90868957316943e-06,2.5425047068500964e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.35342,0.23687,0.78053,0.27481,0.82261,0.42374,0.66755,0.09554,0.62386, 0.45177]","[0.94801,0.27153,1.19085,1.39435,0.35027,0.15468,0.0382 ,1.03748,0.98112, 0.88351]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.066549048484482e-08,4.600812366735708e-08,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.23195,0.39091,0.59448,0.49677,0.98779,0.13644,0.69514,0.40432,0.4282 , 0.7176 ]","[1.10276,1.57866,0.20448,0.1658 ,1.15357,0.92113,0.43662,0.12648,0.13642, 1.42407]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.608173146594386e-08,3.615954187773456e-08,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.19187,0.32337,0.22666,0.355  ,0.06942,0.51906,0.06761,0.80036,0.23371, 0.54001]","[1.00717,0.74487,0.60992,0.37117,0.38109,0.76617,1.1377 ,0.75741,0.63833, 0.83616]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.8103807474367747e-05,7.991217886439953e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.46521,0.06014,0.5623 ,0.95763,0.1753 ,0.69   ,0.20093,0.53583,0.09668, 0.45037]","[0.88463,0.40662,0.77788,0.93059,1.0847 ,0.27451,0.46716,0.17831,1.1611 , 1.08449]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,3.2052476317269325e-06,8.680556248461576e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.53996,0.84203,0.52096,0.62359,0.08912,0.75527,0.12771,0.82607,0.78203, 0.70874]","[0.07103,0.59547,0.51686,0.70746,0.17217,1.84058,1.0879 ,0.60018,0.77984, 0.8785 ]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.1485653716110195e-07,3.7795029174843346e-07,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.60059,0.51568,0.91939,0.49696,0.99216,0.85142,0.20851,0.9306 ,0.11637, 0.81745]","[0.51295,1.18322,1.16985,1.08612,1.0647 ,0.41061,0.10905,0.54308,0.23385, 0.93656]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,7.084861568360685e-07,1.6509955480174517e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.3461 ,0.97561,0.64097,0.82248,0.13252,0.86201,0.92276,0.48706,0.60625, 0.76481]","[0.38045,1.09359,0.8675 ,0.31851,0.79976,0.14834,0.05617,0.29412,2.09576, 1.19579]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.5771851032239675e-08,4.712611749202325e-08,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.96582,0.4325 ,0.31182,0.50614,0.43951,0.10566,0.64083,0.21604,0.61959, 0.6502 ]","[0.24588,0.09922,1.26276,0.74366,0.09407,1.60905,0.09345,1.12412,1.59095, 0.38684]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.707540378374594e-09,8.107397193920885e-09,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.14225,0.12138,0.30328,0.10105,0.69216,0.06229,0.50942,0.9967 ,0.81397, 0.61522]","[0.51315,1.04538,0.88309,0.71393,0.21901,1.48557,0.75365,0.3261 ,0.61621, 0.6939 ]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,6.790770983098667e-06,1.5725039772690786e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.82754,0.73361,0.7693 ,0.01103,0.41615,0.48134,0.01919,0.25981,0.76029, 0.13711]","[0.79425,0.3193 ,0.01798,0.35788,1.44792,1.18926,1.42374,0.72384,0.16282, 0.81302]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,7.368979717396016e-09,1.6973773612986277e-08,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.45438,0.84436,0.09808,0.48824,0.15005,0.32468,0.73736,0.47602,0.37589, 0.39448]","[0.51921,0.88713,1.00813,1.0796 ,0.88926,0.35644,0.77765,0.49453,0.2878 , 0.95025]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.6027000012687362e-05,4.0147955922609495e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.03843,0.90176,0.46148,0.6372 ,0.65935,0.89512,0.63667,0.61393,0.06665, 0.51841]","[0.35368,1.73681,1.20639,1.60207,0.09815,0.1997 ,1.68709,0.16977,0.16782, 0.02852]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,6.509312376667762e-11,1.2283526382473844e-10,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.9565 ,0.73751,0.35325,0.29654,0.3497 ,0.77465,0.66137,0.1852 ,0.17411, 0.0984 ]","[0.99073,1.14688,0.39768,0.03143,0.12329,1.4522 ,0.44329,1.15416,0.93726, 0.57307]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.3823250604105213e-08,5.806311269936074e-08,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.20569,0.12139,0.61501,0.77463,0.6439 ,0.5303 ,0.04195,0.96849,0.79871, 0.29282]","[1.1842 ,0.72731,0.7038 ,0.90397,0.98094,0.79329,0.15479,0.40876,1.1215 , 0.27143]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.4115025817935852e-06,8.241165262058888e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.37217,0.43208,0.4394 ,0.61294,0.94308,0.24069,0.1215 ,0.19747,0.88692, 0.64581]","[0.30631,0.87419,0.92285,0.90694,0.98452,0.27025,0.80894,0.49341,0.9021 , 0.78049]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.3873392811433972e-05,5.3032117016765164e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.77645,0.65616,0.17743,0.54503,0.98467,0.93739,0.04317,0.16481,0.13173, 0.72598]","[1.05607,0.27572,0.65325,1.08566,0.94632,0.70023,0.76236,0.65648,0.38425, 0.72966]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.6924512393682106e-05,5.8409304337908576e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.68889,0.87332,0.63629,0.76112,0.16007,0.46156,0.00933,0.24668,0.72646, 0.99181]","[0.15182,0.6146 ,1.22474,0.31234,0.84972,1.12218,0.94294,0.28783,0.54402, 1.19982]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.2366658248409301e-06,2.2253519376810818e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.55423,0.00523,0.76099,0.03531,0.74573,0.20248,0.95807,0.36794,0.32693, 0.14889]","[0.36921,1.05912,1.20371,0.44497,0.54198,0.87236,1.07065,0.71648,0.47302, 0.4985 ]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.1452372022309902e-05,3.602569409544691e-05,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.69562,0.00322,0.61959,0.35549,0.7942 ,0.09299,0.5882 ,0.48097,0.64233, 0.06485]","[0.77051,0.74594,0.74484,0.80174,0.89869,1.06943,0.35846,1.09608,0.66194, 0.10237]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,3.5186801346986692e-06,7.738062854463314e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.05855,0.33424,0.7849 ,0.70768,0.78861,0.51727,0.4402 ,0.14745,0.32819, 0.43402]","[0.106  ,0.26392,0.71567,0.8801 ,1.19435,1.11631,0.76872,0.50395,0.76108, 0.9399 ]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.4306165347499185e-06,3.835790973330033e-06,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.11834,0.4099 ,0.8398 ,0.38383,0.57187,0.58777,0.18448,0.36224,0.33451, 0.0262 ]","[0.03315,1.13984,0.37424,0.71002,0.4094 ,1.2892 ,0.35536,0.58884,1.19607, 1.15387]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,1.4258586687028164e-07,2.7957929743391127e-07,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.1861 ,0.80264,0.45819,0.48297,0.13348,0.0806 ,0.72794,0.49646,0.43685, 0.72951]","[1.24911,0.25929,0.99572,0.22086,1.22604,1.07197,1.56093,0.11252,0.0931 , 0.46045]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_PRODUCT_PEAK,2.6445755047558334e-08,7.957750532277588e-08,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.26171,0.24698,0.90625,0.24955,0.27195,0.7594 ,0.44974,0.77671,0.06537, 0.48757]","[0.01548,0.02885,0.41732,0.06411,0.24513,0.18927,0.15992,0.41428,0.01005, 0.30561]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0008168428921447623,0.0024514508011196064,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.96339,0.56017,0.93682,0.05226,0.41879,0.26016,0.73082,0.9813 ,0.25653, 0.65417]","[0.09399,0.26824,0.22013,0.46119,0.28873,0.16583,0.05414,0.07176,0.10691, 0.11908]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0013666631376011975,0.005839905045627141,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.85062,0.56122,0.52339,0.11477,0.86014,0.72281,0.06767,0.70784,0.54354, 0.08173]","[0.15022,0.15888,0.05434,0.30999,0.27861,0.2193 ,0.15153,0.13497,0.21338, 0.17878]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0004599108352047671,0.0009373634238273789,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.06227,0.5125 ,0.8064 ,0.45924,0.05196,0.78628,0.20136,0.25862,0.16471, 0.33022]","[0.21354,0.14656,0.05781,0.24771,0.2482 ,0.24566,0.06738,0.12733,0.27795, 0.21785]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.00044797528992114284,0.0009671559356200769,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.02717,0.0652 ,0.46393,0.90922,0.5387 ,0.49781,0.10547,0.65678,0.8221 , 0.38042]","[0.24103,0.29972,0.06332,0.16263,0.08923,0.24638,0.17949,0.1972 ,0.24796, 0.12305]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0005055025862497787,0.0010147464413963305,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.91509,0.53303,0.15795,0.6959 ,0.79326,0.31676,0.85718,0.90614,0.2769 , 0.98352]","[0.06127,0.08796,0.08021,0.38925,0.28489,0.06623,0.19172,0.26791,0.03634, 0.38422]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.000579823285458861,0.00128433677916599,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.8036 ,0.50521,0.96713,0.41776,0.98411,0.66792,0.63467,0.16595,0.88193, 0.42749]","[0.06348,0.00493,0.21902,0.20636,0.28147,0.34834,0.03107,0.28622,0.07333, 0.33579]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0005886674084800283,0.0014057975046575175,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.81906,0.54079,0.71024,0.31435,0.47117,0.82164,0.45927,0.3578 ,0.49421, 0.82825]","[0.15212,0.07886,0.32312,0.37484,0.04567,0.10886,0.06443,0.1579 ,0.20438, 0.33983]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0006085545663856619,0.0012382141988322853,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.65115,0.62093,0.35237,0.84145,0.47129,0.9791 ,0.63414,0.12626,0.67618, 0.3251 ]","[0.25497,0.02587,0.06497,0.31791,0.0844 ,0.31096,0.10375,0.23883,0.25788, 0.19045]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.00040604021081147026,0.0010410520046647254,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.30531,0.21264,0.03319,0.30395,0.65316,0.9383 ,0.8712 ,0.76606,0.78845, 0.66498]","[0.09245,0.32221,0.23823,0.19906,0.03942,0.15878,0.16351,0.30707,0.19416, 0.13511]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0005976323726276447,0.0018463685653360082,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.9768 ,0.11072,0.42255,0.04202,0.7399 ,0.91808,0.28004,0.85834,0.29222, 0.91077]","[0.24612,0.26275,0.00588,0.31429,0.23721,0.09948,0.27074,0.0919 ,0.28489, 0.03675]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0008033446057958051,0.0029524701288717006,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.70369,0.5407 ,0.09653,0.24189,0.0124 ,0.46877,0.30127,0.59836,0.29724, 0.29992]","[0.26422,0.01712,0.321  ,0.303  ,0.23742,0.2109 ,0.31723,0.06589,0.02808, 0.08515]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0008354893941895515,0.003078908745390474,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.79458,0.03467,0.58281,0.99544,0.8557 ,0.52145,0.06364,0.83137,0.59898, 0.11493]","[0.03072,0.29773,0.21904,0.27143,0.2877 ,0.18715,0.16937,0.14088,0.10374, 0.14225]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0010177650632827945,0.004233710377806942,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.77388,0.60192,0.89252,0.44338,0.60709,0.63131,0.5917 ,0.70263,0.23743, 0.51236]","[0.03755,0.13854,0.1757 ,0.23499,0.34247,0.21641,0.26791,0.1824 ,0.22846, 0.02556]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0006368135073337356,0.0021842060663453578,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.25439,0.36185,0.47249,0.04565,0.14002,0.27681,0.97153,0.33135,0.48204, 0.1961 ]","[0.48477,0.22278,0.16429,0.41   ,0.00437,0.00608,0.17387,0.02915,0.08574, 0.26895]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0010553678410285478,0.0030737923190325553,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.80259,0.57205,0.51267,0.29349,0.93175,0.39702,0.08709,0.61707,0.11384, 0.34522]","[0.18039,0.31079,0.17546,0.24965,0.35295,0.04674,0.09767,0.14027,0.14996, 0.14612]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.000776045376070963,0.0022517561886408874,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.90761,0.71403,0.60791,0.30937,0.82379,0.95506,0.8212 ,0.00157,0.6364 , 0.05114]","[0.1373 ,0.03172,0.32181,0.36593,0.06102,0.20458,0.24316,0.19669,0.0645 , 0.22329]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0006864756051393581,0.0017174471988754942,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.75118,0.07101,0.08018,0.35477,0.94173,0.66857,0.67867,0.36192,0.59366, 0.01013]","[0.21298,0.3058 ,0.20511,0.29254,0.24241,0.04037,0.30217,0.02225,0.17879, 0.04759]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0008671254832160857,0.002872423330121935,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.01171,0.42203,0.29504,0.486  ,0.5772 ,0.04374,0.123  ,0.55864,0.34317, 0.72917]","[0.20423,0.26475,0.21682,0.13461,0.2107 ,0.08622,0.0959 ,0.24703,0.13977, 0.24997]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0005554343330732516,0.0010408213604910146,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.82242,0.85756,0.91664,0.43099,0.31887,0.5822 ,0.37117,0.60107,0.70559, 0.68841]","[0.18172,0.08095,0.20888,0.06918,0.43184,0.16781,0.07494,0.01235,0.31333, 0.309  ]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0006855314447120755,0.0014052710279531442,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.3406 ,0.07171,0.40963,0.31122,0.67712,0.60578,0.36459,0.21789,0.98804, 0.454  ]","[0.34851,0.07117,0.24588,0.01394,0.25594,0.48813,0.19454,0.01975,0.01567, 0.19646]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0007357677589093476,0.001639133195586362,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.16002,0.02335,0.75621,0.45852,0.28924,0.90008,0.11614,0.95592,0.31397, 0.8884 ]","[0.20377,0.27939,0.33255,0.09747,0.32482,0.13163,0.13028,0.11503,0.18297, 0.05209]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0007772362821748028,0.002530708766273204,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.55371,0.5417 ,0.7619 ,0.83365,0.44044,0.30233,0.25933,0.19462,0.05765, 0.34245]","[0.10368,0.37075,0.21396,0.13323,0.22269,0.0534 ,0.17035,0.24025,0.18756, 0.15414]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0006124783386376371,0.0014795532621438429,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.99385,0.88031,0.62341,0.56938,0.62066,0.20131,0.39514,0.03946,0.47555, 0.54302]","[0.06945,0.29396,0.27732,0.2202 ,0.16265,0.26528,0.03984,0.24105,0.03806, 0.24218]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0011403093947106558,0.004827512449052581,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.27577,0.87709,0.94404,0.1488 ,0.46268,0.98099,0.48341,0.86355,0.58873, 0.37533]","[0.09662,0.06871,0.25755,0.13068,0.17285,0.16644,0.19516,0.29263,0.33157, 0.13779]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.00044048505648161583,0.0009185334102099117,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.82752,0.76453,0.57353,0.95605,0.20047,0.10926,0.85396,0.43915,0.84697, 0.89309]","[0.02154,0.3047 ,0.15462,0.17604,0.21611,0.3195 ,0.00659,0.16446,0.23719, 0.24925]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0004633085911370629,0.0009282576717175574,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.69253,0.13444,0.2994 ,0.35872,0.80444,0.27876,0.2107 ,0.95745,0.00886, 0.99782]","[0.21618,0.26462,0.0941 ,0.00457,0.23568,0.26643,0.23652,0.04563,0.24065, 0.2456 ]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0005685180751355456,0.001028317632201663,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.65854,0.76612,0.84592,0.6136 ,0.0886 ,0.48763,0.07765,0.40754,0.40711, 0.06601]","[0.13899,0.04423,0.32205,0.37762,0.02882,0.38058,0.20823,0.11937,0.03063, 0.19948]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0008664320195727849,0.0027083578558096824,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.79452,0.70709,0.05023,0.0729 ,0.40287,0.29529,0.23238,0.281  ,0.80348, 0.92923]","[0.1347 ,0.30129,0.1069 ,0.15842,0.07516,0.21296,0.32552,0.20067,0.11898, 0.21541]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0005341492028088262,0.001076352229241307,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.12292,0.88866,0.50308,0.44935,0.58586,0.62478,0.07178,0.68262,0.24193, 0.71395]","[0.31678,0.30963,0.21278,0.20033,0.05503,0.29861,0.10453,0.19129,0.10948, 0.05154]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0009684184011262138,0.0036837223940016117,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.62956,0.05433,0.74865,0.31759,0.00013,0.51113,0.04685,0.27617,0.70698, 0.06269]","[0.38476,0.00175,0.11315,0.33963,0.14498,0.04671,0.16513,0.12395,0.3863 , 0.14364]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.001339253429110657,0.004624760253460423,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.78893,0.89187,0.43382,0.90994,0.37732,0.96408,0.08929,0.68702,0.49381, 0.38765]","[0.18675,0.20775,0.00129,0.04928,0.21047,0.19669,0.28514,0.22463,0.28063, 0.20736]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0005545915342107199,0.0010559327238952832,2025-06-29 14:48:51.661978,0.009
10,1,Smolyak,"[0.29805,0.10536,0.78182,0.64415,0.04819,0.36005,0.9568 ,0.5004 ,0.43273, 0.4577 ]","[0.08177,0.14434,0.14477,0.0205 ,0.30048,0.16305,0.32186,0.33289,0.08299, 0.25734]",1.85,SPARSE,CHEBYSHEV,TASMANIAN,21,42,BNR_CORNER_PEAK,0.0005925216660805321,0.0011282727745106197,2025-06-29 14:48:51.661978,0.009
